0.000000000,74,47.245.155.234,192.168.1.2,17,55,,,22102,49987
0.168325000,96,47.245.155.234,192.168.1.2,17,55,,,22102,49987
0.177938000,74,192.168.1.2,47.245.155.234,17,128,,,49987,22102
0.283228000,42,,,,,,,,
0.283269000,42,,,,,,,,
0.455956000,161,192.168.1.2,47.245.155.234,17,128,,,49987,22102
0.508961000,74,47.245.155.234,192.168.1.2,17,55,,,22102,49987
0.519064000,71,192.168.1.2,224.0.0.251,17,1,,,5353,5353
0.519426000,143,192.168.1.2,195.130.75.20,17,128,,,53874,2222
0.519555000,91,,,,,,,5353,5353
0.520169000,71,192.168.1.2,224.0.0.251,17,1,,,5353,5353
0.520453000,143,192.168.1.2,195.130.75.20,17,128,,,53874,2222
0.520589000,91,,,,,,,5353,5353
0.536068000,85,,,,,,,64239,5355
0.536153000,65,192.168.1.2,224.0.0.252,17,1,,,64239,5355
0.536627000,137,192.168.1.2,195.130.75.20,17,128,,,53874,2222
0.946010000,85,,,,,,,64239,5355
0.946093000,103,192.168.1.2,195.130.75.20,17,128,,,53874,2222
0.946097000,65,192.168.1.2,224.0.0.252,17,1,,,64239,5355
0.961470000,137,192.168.1.2,195.130.75.20,17,128,,,53874,2222
0.965813000,161,192.168.1.2,47.245.155.234,17,128,,,49987,22102
0.969602000,113,195.130.75.20,192.168.1.2,17,57,,,2222,53874
0.992485000,105,192.168.1.2,195.130.75.20,17,128,,,53874,2222
1.021983000,74,47.245.155.234,192.168.1.2,17,55,,,22102,49987
1.055647000,1292,,,,,,,50961,443
1.056156000,1292,,,,,,,50961,443
1.056360000,315,,,,,61359,443,,
1.081670000,102,,,,,,,443,50961
1.082100000,1292,,,,,,,443,50961
1.084405000,74,,,,,443,61359,,
1.084580000,113,,,,,443,61359,,
1.113299000,1292,,,,,,,443,50961
1.114788000,99,,,,,,,50961,443
1.115366000,217,,,,,,,50961,443
1.130637000,74,,,,,61359,443,,
1.133446000,580,,,,,,,443,50961
1.133551000,183,,,,,,,443,50961
1.134131000,93,,,,,,,50961,443
1.158811000,86,,,,,,,443,50961
1.159228000,93,,,,,,,50961,443
1.173428000,96,47.245.155.234,192.168.1.2,17,55,,,22102,49987
1.175650000,74,192.168.1.2,47.245.155.234,17,128,,,49987,22102
1.208803000,394,47.245.155.234,192.168.1.2,17,55,,,22102,49987
1.215654000,74,192.168.1.2,47.245.155.234,17,128,,,49987,22102
1.216649000,155,,,,,443,61359,,
1.217876000,113,,,,,61359,443,,
1.217955000,109,,,,,61359,443,,
1.218674000,1288,,,,,,,50961,443
1.218828000,1292,,,,,,,50961,443
1.218892000,1292,,,,,,,50961,443
1.218935000,1292,,,,,,,50961,443
1.218977000,1292,,,,,,,50961,443
1.219018000,1292,,,,,,,50961,443
1.219059000,1292,,,,,,,50961,443
1.219126000,1292,,,,,,,50961,443
1.219163000,1292,,,,,,,50961,443
1.219198000,1292,,,,,,,50961,443
1.219237000,1292,,,,,,,50961,443
1.219288000,1292,,,,,,,50961,443
1.219325000,1292,,,,,,,50961,443
1.219360000,935,,,,,,,50961,443
1.238476000,89,,,,,,,443,50961
1.238797000,74,,,,,443,61359,,
1.247606000,85,,,,,,,443,50961
1.247606000,85,,,,,,,443,50961
1.250792000,85,,,,,,,443,50961
1.259998000,85,,,,,,,443,50961
1.264095000,85,,,,,,,443,50961
1.264346000,93,,,,,,,50961,443
1.265569000,85,,,,,,,443,50961
1.282772000,86,,,,,,,,
1.283022000,86,,,,,,,,
1.283306000,86,,,,,,,,
1.283569000,86,,,,,,,,
1.283830000,86,,,,,,,,
1.283936000,86,,,,,,,,
1.284173000,86,,,,,,,,
1.284190000,86,,,,,,,,
1.284440000,86,,,,,,,,
1.284793000,86,,,,,,,,
1.284992000,86,,,,,,,,
1.285239000,86,,,,,,,,
1.285585000,86,,,,,,,,
1.285851000,86,,,,,,,,
1.286090000,86,,,,,,,,
1.286357000,86,,,,,,,,
1.286640000,86,,,,,,,,
1.286703000,86,,,,,,,,
1.286979000,86,,,,,,,,
1.286993000,86,,,,,,,,
1.287236000,86,,,,,,,,
1.287503000,86,,,,,,,,
1.287778000,86,,,,,,,,
1.288040000,86,,,,,,,,
1.288375000,86,,,,,,,,
1.288663000,86,,,,,,,,
1.288913000,86,,,,,,,,
1.289177000,86,,,,,,,,
1.289460000,86,,,,,,,,
1.289815000,86,,,,,,,,
1.290056000,86,,,,,,,,
1.290105000,86,,,,,,,,
1.290324000,86,,,,,,,,
1.290338000,86,,,,,,,,
1.392831000,92,192.168.1.2,192.168.1.255,17,128,,,137,137
1.393149000,85,,,,,,,52369,5355
1.393236000,65,192.168.1.2,224.0.0.252,17,1,,,52369,5355
1.393378000,85,,,,,,,63633,5355
1.393433000,65,192.168.1.2,224.0.0.252,17,1,,,63633,5355
1.394108000,137,192.168.1.2,195.130.75.20,17,128,,,53874,2222
1.394492000,137,192.168.1.2,195.130.75.20,17,128,,,53874,2222
1.403250000,175,,,,,,,443,50961
1.432911000,98,,,,,,,50961,443
1.475097000,86,,,,,,,443,50961
1.475642000,161,192.168.1.2,47.245.155.234,17,128,,,49987,22102
1.528667000,74,47.245.155.234,192.168.1.2,17,55,,,22102,49987
1.688206000,157,195.130.75.20,192.168.1.2,17,57,,,2222,53874
1.742814000,106,192.168.1.2,195.130.75.20,17,128,,,53874,2222
1.805752000,85,,,,,,,52369,5355
1.805754000,85,,,,,,,63633,5355
1.805816000,65,192.168.1.2,224.0.0.252,17,1,,,63633,5355
1.805828000,65,192.168.1.2,224.0.0.252,17,1,,,52369,5355
1.805901000,137,192.168.1.2,195.130.75.20,17,128,,,53874,2222
1.805944000,137,192.168.1.2,195.130.75.20,17,128,,,53874,2222
1.977904000,161,192.168.1.2,47.245.155.234,17,128,,,49987,22102
2.020133000,71,192.168.1.2,224.0.0.251,17,1,,,5353,5353
2.020584000,143,192.168.1.2,195.130.75.20,17,128,,,53874,2222
2.020758000,91,,,,,,,5353,5353
2.021158000,85,,,,,,,60054,5355
2.021235000,65,192.168.1.2,224.0.0.252,17,1,,,60054,5355
2.021793000,71,192.168.1.2,224.0.0.251,17,1,,,5353,5353
2.022054000,143,192.168.1.2,195.130.75.20,17,128,,,53874,2222
2.022201000,91,,,,,,,5353,5353
2.022652000,137,192.168.1.2,195.130.75.20,17,128,,,53874,2222
2.028347000,74,47.245.155.234,192.168.1.2,17,55,,,22102,49987
2.148102000,92,192.168.1.2,192.168.1.255,17,128,,,137,137
2.168409000,96,47.245.155.234,192.168.1.2,17,55,,,22102,49987
2.175857000,74,192.168.1.2,47.245.155.234,17,128,,,49987,22102
2.215862000,126,192.168.1.2,47.245.155.234,17,128,,,49987,22102
2.255982000,75,,,,,61951,443,,
2.268903000,134,47.245.155.234,192.168.1.2,17,55,,,22102,49987
2.275854000,74,192.168.1.2,47.245.155.234,17,128,,,49987,22102
